job_title,company_name,location,salary,skills,description
Full Stack Developer,Microsoft,Bangalore,15 LPA - 30 LPA,"java, spring boot","We are hiring a Full Stack Developer for our Microsoft team located in Bangalore. Candidate must have experience in: java, spring boot."
Cloud Architect,Accenture,Delhi,10 LPA - 20 LPA,"deep learning, pytorch","We are hiring a Cloud Architect for our Accenture team located in Delhi. Candidate must have experience in: deep learning, pytorch."
ML Engineer,Wipro,Chennai,15 LPA - 30 LPA,"java, spring boot","We are hiring a ML Engineer for our Wipro team located in Chennai. Candidate must have experience in: java, spring boot."
Cloud Architect,Tech Mahindra,Delhi,3 LPA - 5 LPA,"data analysis, excel, tableau","We are hiring a Cloud Architect for our Tech Mahindra team located in Delhi. Candidate must have experience in: data analysis, excel, tableau."
Backend Developer,Amazon,Bangalore,8 LPA - 14 LPA,"devops, ci/cd, linux","We are hiring a Backend Developer for our Amazon team located in Bangalore. Candidate must have experience in: devops, ci/cd, linux."
Data Analyst,Microsoft,Delhi,8 LPA - 14 LPA,"python, sql, pandas","We are hiring a Data Analyst for our Microsoft team located in Delhi. Candidate must have experience in: python, sql, pandas."
ML Engineer,Capgemini,Mumbai,8 LPA - 14 LPA,"deep learning, pytorch","We are hiring a ML Engineer for our Capgemini team located in Mumbai. Candidate must have experience in: deep learning, pytorch."
Data Analyst,Cognizant,Remote,4 LPA - 6 LPA,"html, css, javascript","We are hiring a Data Analyst for our Cognizant team located in Remote. Candidate must have experience in: html, css, javascript."
Data Analyst,Google,Mumbai,3 LPA - 5 LPA,"python, sql, pandas","We are hiring a Data Analyst for our Google team located in Mumbai. Candidate must have experience in: python, sql, pandas."
Frontend Developer,Amazon,Pune,3 LPA - 5 LPA,"machine learning, tensorflow, numpy","We are hiring a Frontend Developer for our Amazon team located in Pune. Candidate must have experience in: machine learning, tensorflow, numpy."
ML Engineer,TCS,Delhi,10 LPA - 20 LPA,"aws, docker, kubernetes","We are hiring a ML Engineer for our TCS team located in Delhi. Candidate must have experience in: aws, docker, kubernetes."
DevOps Engineer,Amazon,Mumbai,8 LPA - 14 LPA,"aws, docker, kubernetes","We are hiring a DevOps Engineer for our Amazon team located in Mumbai. Candidate must have experience in: aws, docker, kubernetes."
Frontend Developer,Tech Mahindra,Delhi,15 LPA - 30 LPA,"python, sql, pandas","We are hiring a Frontend Developer for our Tech Mahindra team located in Delhi. Candidate must have experience in: python, sql, pandas."
DevOps Engineer,Cognizant,Mumbai,3 LPA - 5 LPA,"azure, devops","We are hiring a DevOps Engineer for our Cognizant team located in Mumbai. Candidate must have experience in: azure, devops."
DevOps Engineer,Cognizant,Pune,3 LPA - 5 LPA,"java, spring boot","We are hiring a DevOps Engineer for our Cognizant team located in Pune. Candidate must have experience in: java, spring boot."
DevOps Engineer,Google,Pune,10 LPA - 20 LPA,"azure, devops","We are hiring a DevOps Engineer for our Google team located in Pune. Candidate must have experience in: azure, devops."
Backend Developer,Cognizant,Hyderabad,10 LPA - 20 LPA,"azure, devops","We are hiring a Backend Developer for our Cognizant team located in Hyderabad. Candidate must have experience in: azure, devops."
AI Engineer,Microsoft,Pune,6 LPA - 10 LPA,"python, sql, pandas","We are hiring a AI Engineer for our Microsoft team located in Pune. Candidate must have experience in: python, sql, pandas."
AI Engineer,Microsoft,Bangalore,3 LPA - 5 LPA,"html, css, javascript","We are hiring a AI Engineer for our Microsoft team located in Bangalore. Candidate must have experience in: html, css, javascript."
Backend Developer,Amazon,Remote,8 LPA - 14 LPA,"data analysis, excel, tableau","We are hiring a Backend Developer for our Amazon team located in Remote. Candidate must have experience in: data analysis, excel, tableau."
Backend Developer,Google,Mumbai,8 LPA - 14 LPA,"java, spring boot","We are hiring a Backend Developer for our Google team located in Mumbai. Candidate must have experience in: java, spring boot."
DevOps Engineer,Microsoft,Mumbai,15 LPA - 30 LPA,"aws, docker, kubernetes","We are hiring a DevOps Engineer for our Microsoft team located in Mumbai. Candidate must have experience in: aws, docker, kubernetes."
Python Developer,Accenture,Remote,6 LPA - 10 LPA,"aws, docker, kubernetes","We are hiring a Python Developer for our Accenture team located in Remote. Candidate must have experience in: aws, docker, kubernetes."
AI Engineer,Wipro,Delhi,3 LPA - 5 LPA,"data analysis, excel, tableau","We are hiring a AI Engineer for our Wipro team located in Delhi. Candidate must have experience in: data analysis, excel, tableau."
Data Analyst,Cognizant,Pune,15 LPA - 30 LPA,"azure, devops","We are hiring a Data Analyst for our Cognizant team located in Pune. Candidate must have experience in: azure, devops."
Python Developer,Accenture,Hyderabad,10 LPA - 20 LPA,"azure, devops","We are hiring a Python Developer for our Accenture team located in Hyderabad. Candidate must have experience in: azure, devops."
Full Stack Developer,Microsoft,Chennai,6 LPA - 10 LPA,"data analysis, excel, tableau","We are hiring a Full Stack Developer for our Microsoft team located in Chennai. Candidate must have experience in: data analysis, excel, tableau."
DevOps Engineer,Microsoft,Chennai,8 LPA - 14 LPA,"javascript, react, css","We are hiring a DevOps Engineer for our Microsoft team located in Chennai. Candidate must have experience in: javascript, react, css."
Frontend Developer,Accenture,Pune,10 LPA - 20 LPA,"aws, docker, kubernetes","We are hiring a Frontend Developer for our Accenture team located in Pune. Candidate must have experience in: aws, docker, kubernetes."
Cloud Architect,TCS,Remote,10 LPA - 20 LPA,"deep learning, pytorch","We are hiring a Cloud Architect for our TCS team located in Remote. Candidate must have experience in: deep learning, pytorch."
Data Analyst,Amazon,Delhi,6 LPA - 10 LPA,"azure, devops","We are hiring a Data Analyst for our Amazon team located in Delhi. Candidate must have experience in: azure, devops."
Data Analyst,Amazon,Bangalore,15 LPA - 30 LPA,"devops, ci/cd, linux","We are hiring a Data Analyst for our Amazon team located in Bangalore. Candidate must have experience in: devops, ci/cd, linux."
DevOps Engineer,Tech Mahindra,Delhi,4 LPA - 6 LPA,"machine learning, tensorflow, numpy","We are hiring a DevOps Engineer for our Tech Mahindra team located in Delhi. Candidate must have experience in: machine learning, tensorflow, numpy."
Full Stack Developer,TCS,Mumbai,10 LPA - 20 LPA,"devops, ci/cd, linux","We are hiring a Full Stack Developer for our TCS team located in Mumbai. Candidate must have experience in: devops, ci/cd, linux."
Backend Developer,Tech Mahindra,Pune,8 LPA - 14 LPA,"data analysis, excel, tableau","We are hiring a Backend Developer for our Tech Mahindra team located in Pune. Candidate must have experience in: data analysis, excel, tableau."
Python Developer,Tech Mahindra,Pune,3 LPA - 5 LPA,"machine learning, tensorflow, numpy","We are hiring a Python Developer for our Tech Mahindra team located in Pune. Candidate must have experience in: machine learning, tensorflow, numpy."
Full Stack Developer,Tech Mahindra,Hyderabad,10 LPA - 20 LPA,"azure, devops","We are hiring a Full Stack Developer for our Tech Mahindra team located in Hyderabad. Candidate must have experience in: azure, devops."
Frontend Developer,Wipro,Bangalore,15 LPA - 30 LPA,"azure, devops","We are hiring a Frontend Developer for our Wipro team located in Bangalore. Candidate must have experience in: azure, devops."
AI Engineer,Capgemini,Delhi,8 LPA - 14 LPA,"html, css, javascript","We are hiring a AI Engineer for our Capgemini team located in Delhi. Candidate must have experience in: html, css, javascript."
DevOps Engineer,Microsoft,Bangalore,3 LPA - 5 LPA,"html, css, javascript","We are hiring a DevOps Engineer for our Microsoft team located in Bangalore. Candidate must have experience in: html, css, javascript."
AI Engineer,Google,Hyderabad,10 LPA - 20 LPA,"devops, ci/cd, linux","We are hiring a AI Engineer for our Google team located in Hyderabad. Candidate must have experience in: devops, ci/cd, linux."
Full Stack Developer,Google,Chennai,3 LPA - 5 LPA,"azure, devops","We are hiring a Full Stack Developer for our Google team located in Chennai. Candidate must have experience in: azure, devops."
Data Analyst,TCS,Pune,4 LPA - 6 LPA,"python, sql, pandas","We are hiring a Data Analyst for our TCS team located in Pune. Candidate must have experience in: python, sql, pandas."
Backend Developer,Capgemini,Mumbai,3 LPA - 5 LPA,"data analysis, excel, tableau","We are hiring a Backend Developer for our Capgemini team located in Mumbai. Candidate must have experience in: data analysis, excel, tableau."
Data Analyst,Amazon,Hyderabad,8 LPA - 14 LPA,"data analysis, excel, tableau","We are hiring a Data Analyst for our Amazon team located in Hyderabad. Candidate must have experience in: data analysis, excel, tableau."
Backend Developer,Capgemini,Chennai,4 LPA - 6 LPA,"aws, docker, kubernetes","We are hiring a Backend Developer for our Capgemini team located in Chennai. Candidate must have experience in: aws, docker, kubernetes."
Python Developer,Google,Pune,10 LPA - 20 LPA,"java, spring boot","We are hiring a Python Developer for our Google team located in Pune. Candidate must have experience in: java, spring boot."
Data Analyst,Tech Mahindra,Bangalore,6 LPA - 10 LPA,"azure, devops","We are hiring a Data Analyst for our Tech Mahindra team located in Bangalore. Candidate must have experience in: azure, devops."
ML Engineer,Tech Mahindra,Bangalore,10 LPA - 20 LPA,"java, spring boot","We are hiring a ML Engineer for our Tech Mahindra team located in Bangalore. Candidate must have experience in: java, spring boot."
Backend Developer,Cognizant,Hyderabad,6 LPA - 10 LPA,"html, css, javascript","We are hiring a Backend Developer for our Cognizant team located in Hyderabad. Candidate must have experience in: html, css, javascript."
ML Engineer,Google,Hyderabad,10 LPA - 20 LPA,"aws, docker, kubernetes","We are hiring a ML Engineer for our Google team located in Hyderabad. Candidate must have experience in: aws, docker, kubernetes."
Full Stack Developer,Google,Delhi,15 LPA - 30 LPA,"html, css, javascript","We are hiring a Full Stack Developer for our Google team located in Delhi. Candidate must have experience in: html, css, javascript."
Cloud Architect,Infosys,Remote,4 LPA - 6 LPA,"html, css, javascript","We are hiring a Cloud Architect for our Infosys team located in Remote. Candidate must have experience in: html, css, javascript."
Full Stack Developer,Cognizant,Bangalore,8 LPA - 14 LPA,"data analysis, excel, tableau","We are hiring a Full Stack Developer for our Cognizant team located in Bangalore. Candidate must have experience in: data analysis, excel, tableau."
Software Engineer,Google,Bangalore,3 LPA - 5 LPA,"java, spring boot","We are hiring a Software Engineer for our Google team located in Bangalore. Candidate must have experience in: java, spring boot."
Full Stack Developer,Microsoft,Hyderabad,3 LPA - 5 LPA,"deep learning, pytorch","We are hiring a Full Stack Developer for our Microsoft team located in Hyderabad. Candidate must have experience in: deep learning, pytorch."
Frontend Developer,Infosys,Pune,15 LPA - 30 LPA,"java, spring boot","We are hiring a Frontend Developer for our Infosys team located in Pune. Candidate must have experience in: java, spring boot."
Frontend Developer,Capgemini,Delhi,4 LPA - 6 LPA,"data analysis, excel, tableau","We are hiring a Frontend Developer for our Capgemini team located in Delhi. Candidate must have experience in: data analysis, excel, tableau."
Full Stack Developer,Microsoft,Mumbai,6 LPA - 10 LPA,"javascript, react, css","We are hiring a Full Stack Developer for our Microsoft team located in Mumbai. Candidate must have experience in: javascript, react, css."
ML Engineer,Cognizant,Delhi,3 LPA - 5 LPA,"azure, devops","We are hiring a ML Engineer for our Cognizant team located in Delhi. Candidate must have experience in: azure, devops."
Python Developer,Accenture,Bangalore,3 LPA - 5 LPA,"devops, ci/cd, linux","We are hiring a Python Developer for our Accenture team located in Bangalore. Candidate must have experience in: devops, ci/cd, linux."
AI Engineer,Wipro,Mumbai,8 LPA - 14 LPA,"data analysis, excel, tableau","We are hiring a AI Engineer for our Wipro team located in Mumbai. Candidate must have experience in: data analysis, excel, tableau."
Frontend Developer,Tech Mahindra,Pune,6 LPA - 10 LPA,"azure, devops","We are hiring a Frontend Developer for our Tech Mahindra team located in Pune. Candidate must have experience in: azure, devops."
Cloud Architect,Tech Mahindra,Remote,8 LPA - 14 LPA,"html, css, javascript","We are hiring a Cloud Architect for our Tech Mahindra team located in Remote. Candidate must have experience in: html, css, javascript."
Data Analyst,Amazon,Hyderabad,15 LPA - 30 LPA,"aws, docker, kubernetes","We are hiring a Data Analyst for our Amazon team located in Hyderabad. Candidate must have experience in: aws, docker, kubernetes."
Python Developer,Tech Mahindra,Pune,4 LPA - 6 LPA,"deep learning, pytorch","We are hiring a Python Developer for our Tech Mahindra team located in Pune. Candidate must have experience in: deep learning, pytorch."
Full Stack Developer,TCS,Remote,10 LPA - 20 LPA,"azure, devops","We are hiring a Full Stack Developer for our TCS team located in Remote. Candidate must have experience in: azure, devops."
Software Engineer,Microsoft,Delhi,8 LPA - 14 LPA,"javascript, react, css","We are hiring a Software Engineer for our Microsoft team located in Delhi. Candidate must have experience in: javascript, react, css."
Full Stack Developer,Google,Remote,3 LPA - 5 LPA,"java, spring boot","We are hiring a Full Stack Developer for our Google team located in Remote. Candidate must have experience in: java, spring boot."
Full Stack Developer,Amazon,Bangalore,15 LPA - 30 LPA,"azure, devops","We are hiring a Full Stack Developer for our Amazon team located in Bangalore. Candidate must have experience in: azure, devops."
Cloud Architect,Tech Mahindra,Delhi,4 LPA - 6 LPA,"javascript, react, css","We are hiring a Cloud Architect for our Tech Mahindra team located in Delhi. Candidate must have experience in: javascript, react, css."
Backend Developer,Cognizant,Chennai,15 LPA - 30 LPA,"html, css, javascript","We are hiring a Backend Developer for our Cognizant team located in Chennai. Candidate must have experience in: html, css, javascript."
Python Developer,Accenture,Pune,3 LPA - 5 LPA,"html, css, javascript","We are hiring a Python Developer for our Accenture team located in Pune. Candidate must have experience in: html, css, javascript."
Python Developer,Infosys,Remote,3 LPA - 5 LPA,"javascript, react, css","We are hiring a Python Developer for our Infosys team located in Remote. Candidate must have experience in: javascript, react, css."
Software Engineer,Infosys,Pune,15 LPA - 30 LPA,"python, sql, pandas","We are hiring a Software Engineer for our Infosys team located in Pune. Candidate must have experience in: python, sql, pandas."
AI Engineer,Amazon,Remote,3 LPA - 5 LPA,"javascript, react, css","We are hiring a AI Engineer for our Amazon team located in Remote. Candidate must have experience in: javascript, react, css."
Frontend Developer,Cognizant,Chennai,3 LPA - 5 LPA,"devops, ci/cd, linux","We are hiring a Frontend Developer for our Cognizant team located in Chennai. Candidate must have experience in: devops, ci/cd, linux."
Software Engineer,Infosys,Chennai,4 LPA - 6 LPA,"html, css, javascript","We are hiring a Software Engineer for our Infosys team located in Chennai. Candidate must have experience in: html, css, javascript."
Data Analyst,Google,Mumbai,10 LPA - 20 LPA,"deep learning, pytorch","We are hiring a Data Analyst for our Google team located in Mumbai. Candidate must have experience in: deep learning, pytorch."
Data Analyst,Wipro,Hyderabad,6 LPA - 10 LPA,"machine learning, tensorflow, numpy","We are hiring a Data Analyst for our Wipro team located in Hyderabad. Candidate must have experience in: machine learning, tensorflow, numpy."
DevOps Engineer,Cognizant,Mumbai,4 LPA - 6 LPA,"javascript, react, css","We are hiring a DevOps Engineer for our Cognizant team located in Mumbai. Candidate must have experience in: javascript, react, css."
Data Analyst,Capgemini,Pune,10 LPA - 20 LPA,"deep learning, pytorch","We are hiring a Data Analyst for our Capgemini team located in Pune. Candidate must have experience in: deep learning, pytorch."
AI Engineer,Wipro,Chennai,3 LPA - 5 LPA,"python, sql, pandas","We are hiring a AI Engineer for our Wipro team located in Chennai. Candidate must have experience in: python, sql, pandas."
AI Engineer,Capgemini,Delhi,8 LPA - 14 LPA,"machine learning, tensorflow, numpy","We are hiring a AI Engineer for our Capgemini team located in Delhi. Candidate must have experience in: machine learning, tensorflow, numpy."
Full Stack Developer,Accenture,Bangalore,4 LPA - 6 LPA,"html, css, javascript","We are hiring a Full Stack Developer for our Accenture team located in Bangalore. Candidate must have experience in: html, css, javascript."
Data Analyst,Accenture,Pune,6 LPA - 10 LPA,"deep learning, pytorch","We are hiring a Data Analyst for our Accenture team located in Pune. Candidate must have experience in: deep learning, pytorch."
Python Developer,Tech Mahindra,Hyderabad,6 LPA - 10 LPA,"javascript, react, css","We are hiring a Python Developer for our Tech Mahindra team located in Hyderabad. Candidate must have experience in: javascript, react, css."
ML Engineer,Amazon,Remote,10 LPA - 20 LPA,"deep learning, pytorch","We are hiring a ML Engineer for our Amazon team located in Remote. Candidate must have experience in: deep learning, pytorch."
Backend Developer,Capgemini,Mumbai,3 LPA - 5 LPA,"java, spring boot","We are hiring a Backend Developer for our Capgemini team located in Mumbai. Candidate must have experience in: java, spring boot."
Full Stack Developer,Capgemini,Bangalore,4 LPA - 6 LPA,"data analysis, excel, tableau","We are hiring a Full Stack Developer for our Capgemini team located in Bangalore. Candidate must have experience in: data analysis, excel, tableau."
Python Developer,Cognizant,Remote,8 LPA - 14 LPA,"javascript, react, css","We are hiring a Python Developer for our Cognizant team located in Remote. Candidate must have experience in: javascript, react, css."
Software Engineer,Amazon,Delhi,15 LPA - 30 LPA,"devops, ci/cd, linux","We are hiring a Software Engineer for our Amazon team located in Delhi. Candidate must have experience in: devops, ci/cd, linux."
AI Engineer,Amazon,Remote,8 LPA - 14 LPA,"devops, ci/cd, linux","We are hiring a AI Engineer for our Amazon team located in Remote. Candidate must have experience in: devops, ci/cd, linux."
Data Analyst,Infosys,Delhi,6 LPA - 10 LPA,"javascript, react, css","We are hiring a Data Analyst for our Infosys team located in Delhi. Candidate must have experience in: javascript, react, css."
ML Engineer,Wipro,Hyderabad,10 LPA - 20 LPA,"python, sql, pandas","We are hiring a ML Engineer for our Wipro team located in Hyderabad. Candidate must have experience in: python, sql, pandas."
Frontend Developer,Capgemini,Chennai,6 LPA - 10 LPA,"data analysis, excel, tableau","We are hiring a Frontend Developer for our Capgemini team located in Chennai. Candidate must have experience in: data analysis, excel, tableau."
Frontend Developer,Microsoft,Mumbai,6 LPA - 10 LPA,"azure, devops","We are hiring a Frontend Developer for our Microsoft team located in Mumbai. Candidate must have experience in: azure, devops."
Frontend Developer,Wipro,Chennai,15 LPA - 30 LPA,"data analysis, excel, tableau","We are hiring a Frontend Developer for our Wipro team located in Chennai. Candidate must have experience in: data analysis, excel, tableau."
ML Engineer,TCS,Hyderabad,8 LPA - 14 LPA,"aws, docker, kubernetes","We are hiring a ML Engineer for our TCS team located in Hyderabad. Candidate must have experience in: aws, docker, kubernetes."
Python Developer,Microsoft,Mumbai,8 LPA - 14 LPA,"azure, devops","We are hiring a Python Developer for our Microsoft team located in Mumbai. Candidate must have experience in: azure, devops."
ML Engineer,Wipro,Delhi,4 LPA - 6 LPA,"javascript, react, css","We are hiring a ML Engineer for our Wipro team located in Delhi. Candidate must have experience in: javascript, react, css."
Backend Developer,Accenture,Hyderabad,15 LPA - 30 LPA,"javascript, react, css","We are hiring a Backend Developer for our Accenture team located in Hyderabad. Candidate must have experience in: javascript, react, css."
DevOps Engineer,Tech Mahindra,Chennai,15 LPA - 30 LPA,"javascript, react, css","We are hiring a DevOps Engineer for our Tech Mahindra team located in Chennai. Candidate must have experience in: javascript, react, css."
Software Engineer,Cognizant,Pune,15 LPA - 30 LPA,"data analysis, excel, tableau","We are hiring a Software Engineer for our Cognizant team located in Pune. Candidate must have experience in: data analysis, excel, tableau."
Cloud Architect,Infosys,Delhi,15 LPA - 30 LPA,"javascript, react, css","We are hiring a Cloud Architect for our Infosys team located in Delhi. Candidate must have experience in: javascript, react, css."
Python Developer,Google,Bangalore,4 LPA - 6 LPA,"machine learning, tensorflow, numpy","We are hiring a Python Developer for our Google team located in Bangalore. Candidate must have experience in: machine learning, tensorflow, numpy."
Software Engineer,TCS,Pune,15 LPA - 30 LPA,"python, sql, pandas","We are hiring a Software Engineer for our TCS team located in Pune. Candidate must have experience in: python, sql, pandas."
Cloud Architect,TCS,Pune,15 LPA - 30 LPA,"aws, docker, kubernetes","We are hiring a Cloud Architect for our TCS team located in Pune. Candidate must have experience in: aws, docker, kubernetes."
Data Analyst,Cognizant,Hyderabad,4 LPA - 6 LPA,"data analysis, excel, tableau","We are hiring a Data Analyst for our Cognizant team located in Hyderabad. Candidate must have experience in: data analysis, excel, tableau."
ML Engineer,Tech Mahindra,Pune,6 LPA - 10 LPA,"aws, docker, kubernetes","We are hiring a ML Engineer for our Tech Mahindra team located in Pune. Candidate must have experience in: aws, docker, kubernetes."
Python Developer,Capgemini,Chennai,15 LPA - 30 LPA,"deep learning, pytorch","We are hiring a Python Developer for our Capgemini team located in Chennai. Candidate must have experience in: deep learning, pytorch."
AI Engineer,Google,Mumbai,15 LPA - 30 LPA,"data analysis, excel, tableau","We are hiring a AI Engineer for our Google team located in Mumbai. Candidate must have experience in: data analysis, excel, tableau."
Software Engineer,Microsoft,Mumbai,10 LPA - 20 LPA,"aws, docker, kubernetes","We are hiring a Software Engineer for our Microsoft team located in Mumbai. Candidate must have experience in: aws, docker, kubernetes."
AI Engineer,Cognizant,Hyderabad,8 LPA - 14 LPA,"azure, devops","We are hiring a AI Engineer for our Cognizant team located in Hyderabad. Candidate must have experience in: azure, devops."
Backend Developer,Capgemini,Chennai,4 LPA - 6 LPA,"javascript, react, css","We are hiring a Backend Developer for our Capgemini team located in Chennai. Candidate must have experience in: javascript, react, css."
Backend Developer,Google,Chennai,10 LPA - 20 LPA,"data analysis, excel, tableau","We are hiring a Backend Developer for our Google team located in Chennai. Candidate must have experience in: data analysis, excel, tableau."
DevOps Engineer,Accenture,Bangalore,6 LPA - 10 LPA,"javascript, react, css","We are hiring a DevOps Engineer for our Accenture team located in Bangalore. Candidate must have experience in: javascript, react, css."
Backend Developer,Wipro,Pune,10 LPA - 20 LPA,"machine learning, tensorflow, numpy","We are hiring a Backend Developer for our Wipro team located in Pune. Candidate must have experience in: machine learning, tensorflow, numpy."
Data Analyst,Tech Mahindra,Remote,4 LPA - 6 LPA,"data analysis, excel, tableau","We are hiring a Data Analyst for our Tech Mahindra team located in Remote. Candidate must have experience in: data analysis, excel, tableau."
Data Analyst,Capgemini,Delhi,10 LPA - 20 LPA,"java, spring boot","We are hiring a Data Analyst for our Capgemini team located in Delhi. Candidate must have experience in: java, spring boot."
Frontend Developer,Google,Hyderabad,10 LPA - 20 LPA,"python, sql, pandas","We are hiring a Frontend Developer for our Google team located in Hyderabad. Candidate must have experience in: python, sql, pandas."
Software Engineer,Infosys,Hyderabad,3 LPA - 5 LPA,"javascript, react, css","We are hiring a Software Engineer for our Infosys team located in Hyderabad. Candidate must have experience in: javascript, react, css."
Data Analyst,Wipro,Pune,6 LPA - 10 LPA,"azure, devops","We are hiring a Data Analyst for our Wipro team located in Pune. Candidate must have experience in: azure, devops."
ML Engineer,Accenture,Mumbai,10 LPA - 20 LPA,"data analysis, excel, tableau","We are hiring a ML Engineer for our Accenture team located in Mumbai. Candidate must have experience in: data analysis, excel, tableau."
Full Stack Developer,Microsoft,Chennai,6 LPA - 10 LPA,"devops, ci/cd, linux","We are hiring a Full Stack Developer for our Microsoft team located in Chennai. Candidate must have experience in: devops, ci/cd, linux."
AI Engineer,Microsoft,Pune,8 LPA - 14 LPA,"python, sql, pandas","We are hiring a AI Engineer for our Microsoft team located in Pune. Candidate must have experience in: python, sql, pandas."
Data Analyst,Capgemini,Mumbai,6 LPA - 10 LPA,"deep learning, pytorch","We are hiring a Data Analyst for our Capgemini team located in Mumbai. Candidate must have experience in: deep learning, pytorch."
ML Engineer,Amazon,Remote,4 LPA - 6 LPA,"azure, devops","We are hiring a ML Engineer for our Amazon team located in Remote. Candidate must have experience in: azure, devops."
Python Developer,Google,Hyderabad,8 LPA - 14 LPA,"machine learning, tensorflow, numpy","We are hiring a Python Developer for our Google team located in Hyderabad. Candidate must have experience in: machine learning, tensorflow, numpy."
Full Stack Developer,Tech Mahindra,Delhi,4 LPA - 6 LPA,"java, spring boot","We are hiring a Full Stack Developer for our Tech Mahindra team located in Delhi. Candidate must have experience in: java, spring boot."
Frontend Developer,Microsoft,Hyderabad,15 LPA - 30 LPA,"aws, docker, kubernetes","We are hiring a Frontend Developer for our Microsoft team located in Hyderabad. Candidate must have experience in: aws, docker, kubernetes."
Full Stack Developer,Wipro,Delhi,8 LPA - 14 LPA,"machine learning, tensorflow, numpy","We are hiring a Full Stack Developer for our Wipro team located in Delhi. Candidate must have experience in: machine learning, tensorflow, numpy."
DevOps Engineer,TCS,Delhi,10 LPA - 20 LPA,"machine learning, tensorflow, numpy","We are hiring a DevOps Engineer for our TCS team located in Delhi. Candidate must have experience in: machine learning, tensorflow, numpy."
Data Analyst,Wipro,Remote,4 LPA - 6 LPA,"deep learning, pytorch","We are hiring a Data Analyst for our Wipro team located in Remote. Candidate must have experience in: deep learning, pytorch."
Backend Developer,Tech Mahindra,Mumbai,8 LPA - 14 LPA,"data analysis, excel, tableau","We are hiring a Backend Developer for our Tech Mahindra team located in Mumbai. Candidate must have experience in: data analysis, excel, tableau."
ML Engineer,Wipro,Bangalore,10 LPA - 20 LPA,"machine learning, tensorflow, numpy","We are hiring a ML Engineer for our Wipro team located in Bangalore. Candidate must have experience in: machine learning, tensorflow, numpy."
Backend Developer,Wipro,Remote,3 LPA - 5 LPA,"data analysis, excel, tableau","We are hiring a Backend Developer for our Wipro team located in Remote. Candidate must have experience in: data analysis, excel, tableau."
Frontend Developer,Wipro,Pune,6 LPA - 10 LPA,"machine learning, tensorflow, numpy","We are hiring a Frontend Developer for our Wipro team located in Pune. Candidate must have experience in: machine learning, tensorflow, numpy."
Cloud Architect,Capgemini,Chennai,3 LPA - 5 LPA,"data analysis, excel, tableau","We are hiring a Cloud Architect for our Capgemini team located in Chennai. Candidate must have experience in: data analysis, excel, tableau."
AI Engineer,Capgemini,Delhi,6 LPA - 10 LPA,"javascript, react, css","We are hiring a AI Engineer for our Capgemini team located in Delhi. Candidate must have experience in: javascript, react, css."
Software Engineer,Google,Bangalore,4 LPA - 6 LPA,"deep learning, pytorch","We are hiring a Software Engineer for our Google team located in Bangalore. Candidate must have experience in: deep learning, pytorch."
Full Stack Developer,Infosys,Pune,10 LPA - 20 LPA,"aws, docker, kubernetes","We are hiring a Full Stack Developer for our Infosys team located in Pune. Candidate must have experience in: aws, docker, kubernetes."
DevOps Engineer,TCS,Chennai,10 LPA - 20 LPA,"machine learning, tensorflow, numpy","We are hiring a DevOps Engineer for our TCS team located in Chennai. Candidate must have experience in: machine learning, tensorflow, numpy."
Data Analyst,Microsoft,Hyderabad,10 LPA - 20 LPA,"java, spring boot","We are hiring a Data Analyst for our Microsoft team located in Hyderabad. Candidate must have experience in: java, spring boot."
Data Analyst,Wipro,Mumbai,4 LPA - 6 LPA,"azure, devops","We are hiring a Data Analyst for our Wipro team located in Mumbai. Candidate must have experience in: azure, devops."
Full Stack Developer,Capgemini,Pune,10 LPA - 20 LPA,"data analysis, excel, tableau","We are hiring a Full Stack Developer for our Capgemini team located in Pune. Candidate must have experience in: data analysis, excel, tableau."
Full Stack Developer,Microsoft,Chennai,15 LPA - 30 LPA,"java, spring boot","We are hiring a Full Stack Developer for our Microsoft team located in Chennai. Candidate must have experience in: java, spring boot."
Frontend Developer,Infosys,Pune,15 LPA - 30 LPA,"java, spring boot","We are hiring a Frontend Developer for our Infosys team located in Pune. Candidate must have experience in: java, spring boot."
Frontend Developer,Cognizant,Bangalore,6 LPA - 10 LPA,"java, spring boot","We are hiring a Frontend Developer for our Cognizant team located in Bangalore. Candidate must have experience in: java, spring boot."
Data Analyst,TCS,Delhi,6 LPA - 10 LPA,"python, sql, pandas","We are hiring a Data Analyst for our TCS team located in Delhi. Candidate must have experience in: python, sql, pandas."
Frontend Developer,Capgemini,Hyderabad,8 LPA - 14 LPA,"python, sql, pandas","We are hiring a Frontend Developer for our Capgemini team located in Hyderabad. Candidate must have experience in: python, sql, pandas."
ML Engineer,Cognizant,Mumbai,6 LPA - 10 LPA,"data analysis, excel, tableau","We are hiring a ML Engineer for our Cognizant team located in Mumbai. Candidate must have experience in: data analysis, excel, tableau."
Frontend Developer,Accenture,Delhi,8 LPA - 14 LPA,"data analysis, excel, tableau","We are hiring a Frontend Developer for our Accenture team located in Delhi. Candidate must have experience in: data analysis, excel, tableau."
AI Engineer,Tech Mahindra,Mumbai,4 LPA - 6 LPA,"javascript, react, css","We are hiring a AI Engineer for our Tech Mahindra team located in Mumbai. Candidate must have experience in: javascript, react, css."
ML Engineer,Tech Mahindra,Pune,4 LPA - 6 LPA,"aws, docker, kubernetes","We are hiring a ML Engineer for our Tech Mahindra team located in Pune. Candidate must have experience in: aws, docker, kubernetes."
